"type","quality","fixedAcidity","volatileAcidity","citricAcid","residualSugar","chlorides","freeSulfurDioxide","totalSulfurDioxide","density","pH","sulphates","alcohol"
"white",7,7.7,0.16,0.41,1.7,0.048,60,173,0.9932,3.24,0.66,11.2
"white",7,7.1,0.27,0.27,10.4,0.041,26,114,0.99335,3.04,0.52,11.5
"white",7,8.5,0.23,0.34,1.3,0.035,54,110,0.99176,3.07,0.55,11
"red",7,7.4,0.25,0.29,2.2,0.054,19,49,0.99666,3.4,0.76,10.9
"white",7,8.3,0.26,0.41,9.2,0.042,41,162,0.9944,3.1,0.38,12
"white",7,6.2,0.16,0.34,1.7,0.038,85,153,0.9909,3.33,0.86,12
"white",7,7,0.17,0.33,4,0.034,17,127,0.9934,3.19,0.39,10.6
"white",7,7.4,0.13,0.39,4.7,0.042,36,137,0.995,3.36,0.56,10.3
"white",7,6.6,0.33,0.4,2.65,0.041,35,86,0.98916,3.11,0.39,13.3
"white",7,6.5,0.22,0.27,1.6,0.039,36,116,0.99178,3.38,0.57,11
"white",7,7,0.35,0.3,6.5,0.028,27,87,0.9936,3.4,0.42,11.4
"white",7,6.3,0.37,0.28,6.3,0.034,45,152,0.9921,3.29,0.46,11.6
"white",7,6.9,0.23,0.34,2.7,0.032,24,121,0.9902,3.14,0.38,12.4
"white",7,7.2,0.23,0.39,14.2,0.058,49,192,0.9979,2.98,0.48,9
"white",7,6.4,0.18,0.31,1.6,0.049,36,127,0.9934,3.6,0.67,10.4
"white",7,5.4,0.5,0.13,5,0.028,12,107,0.99079,3.48,0.88,13.5
"white",7,6.3,0.23,0.21,5.1,0.035,29,142,0.9942,3.36,0.33,10.1
"white",7,6.7,0.48,0.32,1.4,0.021,22,121,0.9889,3.15,0.53,12.7
"white",7,6.5,0.18,0.41,14.2,0.039,47,129,0.99678,3.28,0.72,10.3
"white",7,6.9,0.25,0.26,5.2,0.024,36,135,0.9948,3.16,0.72,10.7
"white",7,7.2,0.18,0.31,1.1,0.045,20,73,0.9925,3.32,0.4,10.8
"white",7,7.6,0.48,0.33,7,0.024,14,130,0.9918,3.25,0.45,12.5
"white",7,7.9,0.16,0.64,17,0.05,69,210,1.0004,3.15,0.51,9.3
"white",7,6.9,0.19,0.35,6.9,0.045,51,125,0.9933,3.1,0.44,10.7
"white",7,6.5,0.24,0.36,2.2,0.027,36,134,0.9898,3.28,0.36,12.5
"white",7,6.2,0.3,0.32,1.7,0.032,30,130,0.9911,3.28,0.41,11.2
"red",7,6.2,0.39,0.43,2,0.071,14,24,0.99428,3.45,0.87,11.2
"white",7,6.7,0.48,0.32,1.4,0.021,22,121,0.9889,3.15,0.53,12.7
"red",7,7.4,0.635,0.1,2.4,0.08,16,33,0.99736,3.58,0.69,10.8
"white",7,5.9,0.4,0.32,6,0.034,50,127,0.992,3.51,0.58,12.5
"white",7,7.2,0.44,0.28,3.4,0.048,22,112,0.99188,3.21,0.37,11.3
"white",7,7.7,0.39,0.28,4.9,0.035,36,109,0.9918,3.19,0.58,12.2
"white",7,6.3,0.3,0.29,2.1,0.048,33,142,0.98956,3.22,0.46,12.9
"white",7,6.5,0.37,0.3,2.2,0.033,39,107,0.98894,3.22,0.53,13.5
"red",7,8.5,0.28,0.35,1.7,0.061,6,15,0.99524,3.3,0.74,11.8
"red",7,7.1,0.59,0,2.1,0.091,9,14,0.99488,3.42,0.55,11.5
"white",7,8.7,0.23,0.32,13.4,0.044,35,169,0.99975,3.12,0.47,8.8
"white",7,6.2,0.16,0.33,1.1,0.057,21,82,0.991,3.32,0.46,10.9
"white",7,6.5,0.16,0.33,1,0.027,23,75,0.9908,3.3,0.39,11.4
"white",7,7.4,0.2,0.31,1.6,0.038,34,116,0.9912,3.25,0.39,12
"red",7,12.9,0.35,0.49,5.8,0.066,5,35,1.0014,3.2,0.66,12
"white",7,6.7,0.3,0.29,2.8,0.025,37,107,0.99159,3.31,0.63,11.3
"white",7,8,0.22,0.42,14.6,0.044,45,163,1.0003,3.21,0.69,8.6
"white",7,6.8,0.24,0.35,6.4,0.048,44,172,0.9944,3.29,0.55,10.5
"white",7,6,0.29,0.41,10.8,0.048,55,149,0.9937,3.09,0.59,11
"white",7,6.7,0.15,0.29,5,0.058,28,105,0.9946,3.52,0.44,10.2
"white",7,7.3,0.25,0.36,13.1,0.05,35,200,0.9986,3.04,0.46,8.9
"white",7,8,0.42,0.36,5,0.037,34,101,0.992,3.13,0.57,12.3
"red",7,5.1,0.51,0.18,2.1,0.042,16,101,0.9924,3.46,0.87,12.9
"white",7,6.3,0.22,0.28,2.4,0.042,38,102,0.98998,3.14,0.37,11.6
"white",7,7.3,0.4,0.28,6.5,0.037,26,97,0.99148,3.16,0.58,12.6
"white",7,7.9,0.42,0.49,8.2,0.056,32,164,0.9965,3.29,0.6,11.2
"white",7,5.8,0.3,0.38,4.9,0.039,22,86,0.98963,3.23,0.58,13.1
"white",7,6.3,0.43,0.32,8.8,0.042,18,106,0.99172,3.28,0.33,12.9
"white",7,7.5,0.16,0.38,12.7,0.043,70.5,163,0.99706,3.15,0.82,10.4
"white",7,6.6,0.21,0.39,2.3,0.041,31,102,0.99221,3.22,0.58,10.9
"white",7,6.1,0.33,0.3,3,0.036,30,124,0.98922,3.31,0.4,13.1
"white",7,6.5,0.29,0.31,1.7,0.035,24,79,0.99053,3.27,0.69,11.4
"white",7,6.5,0.5,0.22,4.1,0.036,35,131,0.9902,3.26,0.55,13
"white",7,6.3,0.36,0.28,2.5,0.035,18,73,0.98868,3.1,0.47,12.8
"white",7,8.3,0.21,0.4,1.6,0.032,35,110,0.9907,3.02,0.6,12.9
"red",7,8.9,0.48,0.53,4,0.101,3,10,0.99586,3.21,0.59,12.1
"white",7,6.4,0.31,0.28,1.5,0.037,12,119,0.9919,3.32,0.51,10.4
"red",7,10.5,0.26,0.47,1.9,0.078,6,24,0.9976,3.18,1.04,10.9
"white",7,6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9
"white",7,7,0.22,0.28,10.6,0.039,32,117,0.99355,3.05,0.55,11.5
"white",7,6.7,0.46,0.18,2.4,0.034,25,98,0.9896,3.08,0.44,12.6
"white",7,7.3,0.33,0.4,6.85,0.038,32,138,0.992,3.03,0.3,11.9
"white",7,7.1,0.44,0.23,5.8,0.035,24,100,0.99062,3.15,0.57,13.2
"white",7,6.5,0.18,0.41,14.2,0.039,47,129,0.99678,3.28,0.72,10.3
"red",7,12,0.39,0.66,3,0.093,12,30,0.9996,3.18,0.63,10.8
"white",7,6.4,0.44,0.44,14.4,0.048,29,228,0.99955,3.26,0.54,8.8
"white",7,6.2,0.36,0.38,3.2,0.031,20,89,0.98956,3.06,0.33,12
"white",7,6.8,0.23,0.3,1.7,0.043,19,95,0.99207,3.17,0.46,10.7
"white",7,6.3,0.37,0.28,6.3,0.034,45,152,0.9921,3.29,0.46,11.6
"red",7,5.6,0.66,0,2.2,0.087,3,11,0.99378,3.71,0.63,12.8
"white",7,6.2,0.36,0.32,4,0.036,44,92,0.98936,3.2,0.5,13.3
"white",7,6.6,0.34,0.24,3.3,0.034,29,99,0.99031,3.1,0.4,12.3
"white",7,6.2,0.2,0.33,5.4,0.028,21,75,0.99012,3.36,0.41,13.5
"white",7,7.8,0.21,0.49,1.2,0.036,20,99,0.99,3.05,0.28,12.1
"white",7,5.9,0.27,0.27,5,0.035,14,97,0.99058,3.1,0.33,11.8
"white",7,6,0.2,0.32,3,0.031,26,118,0.99134,3.38,0.68,11.2
"white",7,6.9,0.28,0.27,2.1,0.036,42,121,0.9926,3.42,0.49,10.8
"white",7,5.6,0.28,0.28,4.2,0.044,52,158,0.992,3.35,0.44,10.7
"white",7,7.9,0.22,0.38,8,0.043,46,152,0.9934,3.12,0.32,11.5
"red",7,9.8,0.34,0.39,1.4,0.066,3,7,0.9947,3.19,0.55,11.4
"white",7,6.1,0.35,0.24,2.3,0.034,25,133,0.9906,3.34,0.59,12
"white",7,7,0.31,0.31,9.1,0.036,45,140,0.99216,2.98,0.31,12
"white",7,6,0.38,0.26,3.5,0.035,38,111,0.98872,3.18,0.47,13.6
"white",7,8.2,0.35,0.4,6.3,0.039,35,162,0.9936,3.15,0.34,11.9
"red",7,12,0.28,0.49,1.9,0.074,10,21,0.9976,2.98,0.66,9.9
"white",7,6.7,0.22,0.37,1.6,0.028,24,102,0.9913,3.29,0.59,11.6
"white",7,7,0.26,0.26,10.8,0.039,37,184,0.99787,3.47,0.58,10.3
"white",7,6.1,0.36,0.27,2.1,0.035,16,100,0.9917,3.4,0.71,11.5
"white",7,7,0.25,0.45,2.3,0.045,40,118,0.99064,3.16,0.48,11.9
"white",7,6.5,0.26,0.39,1.4,0.02,12,66,0.99089,3.25,0.75,11.3
"white",7,7.7,0.44,0.24,11.2,0.031,41,167,0.9948,3.12,0.43,11.3
"white",7,6.5,0.16,0.34,1.4,0.029,29,133,0.99108,3.33,0.64,11.5
"red",7,11.1,0.31,0.53,2.2,0.06,3,10,0.99572,3.02,0.83,10.9
"white",7,7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7
"white",7,7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7
"white",7,7.3,0.25,0.42,14.2,0.041,57,182,0.9996,3.29,0.75,9.1
"white",7,7.8,0.28,0.32,9,0.036,34,115,0.9952,3.17,0.39,10.3
"white",7,7,0.16,0.36,2.6,0.029,28,98,0.99126,3.11,0.37,11.2
"white",7,6.2,0.2,0.26,1.1,0.047,42,119,0.99158,3.48,0.6,11
"white",7,7.8,0.32,0.33,2.4,0.037,18,101,0.9912,3.21,0.65,11.7
"white",7,7,0.35,0.3,6.5,0.028,27,87,0.9936,3.4,0.42,11.4
"white",7,7.9,0.14,0.45,1.8,0.05,17,114,0.9948,3.33,0.49,10.7
"red",7,9.4,0.27,0.53,2.4,0.074,6,18,0.9962,3.2,1.13,12
"white",7,6.1,0.22,0.4,1.85,0.031,25,111,0.98966,3.03,0.3,11.8
"white",7,6.3,0.41,0.3,3.2,0.03,49,164,0.9927,3.53,0.79,11.7
"white",7,7.4,0.2,0.35,2.1,0.038,30,116,0.9949,3.49,0.77,10.3
"red",7,11.9,0.43,0.66,3.1,0.109,10,23,1,3.15,0.85,10.4
"white",7,6.8,0.13,0.39,1.4,0.034,19,102,0.99121,3.23,0.6,11.3
"white",7,6.3,0.41,0.22,7.3,0.035,23,117,0.99172,3.2,0.39,11.94
"white",7,6.4,0.28,0.29,1.6,0.052,34,127,0.9929,3.48,0.56,10.5
"red",7,6.6,0.52,0.08,2.4,0.07,13,26,0.99358,3.4,0.72,12.5
"white",7,6.3,0.13,0.42,1.1,0.043,63,146,0.99066,3.13,0.72,11.2
"white",7,5.6,0.49,0.13,4.5,0.039,17,116,0.9907,3.42,0.9,13.7
"white",7,8.9,0.3,0.35,4.6,0.032,32,148,0.99458,3.15,0.45,11.5
"white",7,6.7,0.27,0.3,13.9,0.029,34,131,0.9953,3.36,0.5,12
"white",7,6.2,0.21,0.27,1.7,0.038,41,150,0.9933,3.49,0.71,10.5
"red",7,7.3,0.65,0,1.2,0.065,15,21,0.9946,3.39,0.47,10
"white",7,6.9,0.45,0.27,4.7,0.035,17,80,0.99058,3.12,0.36,12.5
"white",7,6.8,0.39,0.34,7.4,0.02,38,133,0.99212,3.18,0.44,12
"white",7,4.8,0.21,0.21,10.2,0.037,17,112,0.99324,3.66,0.48,12.2
"white",7,8.4,0.22,0.3,1.3,0.038,45,122,0.99178,3.13,0.54,10.8
"red",7,6.6,0.56,0.14,2.4,0.064,13,29,0.99397,3.42,0.62,11.7
"white",7,5.3,0.26,0.23,5.15,0.034,48,160,0.9952,3.82,0.51,10.5
"white",7,7,0.31,0.31,9.1,0.036,45,140,0.99216,2.98,0.31,12
"white",7,7,0.3,0.51,13.6,0.05,40,168,0.9976,3.07,0.52,9.6
"white",7,6.7,0.31,0.3,2.4,0.038,30,83,0.98867,3.09,0.36,12.8
"white",7,7.5,0.19,0.34,2.6,0.037,33,125,0.9923,3.1,0.49,11.1
"white",7,7,0.31,0.29,1.4,0.037,33,128,0.9896,3.12,0.36,12.2
"white",7,7.1,0.21,0.31,3.8,0.021,40,142,0.99215,3.17,0.39,10.8
"white",7,5.7,0.18,0.36,1.2,0.046,9,71,0.99199,3.7,0.68,10.9
"white",7,6.8,0.18,0.35,5.4,0.054,53,143,0.99287,3.1,0.54,11
"white",7,7.8,0.28,0.34,1.6,0.028,32,118,0.9901,3,0.38,12.1
"white",7,6.8,0.21,0.26,11.7,0.038,61,152,0.99523,3.02,0.56,10.5
"white",7,8,0.37,0.32,1.6,0.04,32,166,0.992,3,0.55,11.3
"white",7,7.6,0.31,0.24,1.8,0.037,39,150,0.9913,3.05,0.44,11.8
"white",7,6.3,0.13,0.42,1.1,0.043,63,146,0.99066,3.13,0.72,11.2
"white",7,5.7,0.265,0.28,6.9,0.036,46,150,0.99299,3.36,0.44,10.8
"white",7,5.9,0.37,0.32,1.6,0.029,41,102,0.98916,3.41,0.55,12.7
"white",7,5.1,0.42,0.01,1.5,0.017,25,102,0.9894,3.38,0.36,12.3
"red",7,7,0.6,0.12,2.2,0.083,13,28,0.9966,3.52,0.62,10.2
"white",7,6.9,0.48,0.36,3.5,0.03,31,135,0.9904,3.14,0.38,12.2
"red",7,8.5,0.32,0.42,2.3,0.075,12,19,0.99434,3.14,0.71,11.8
"white",7,7.5,0.34,0.28,4,0.028,46,100,0.98958,3.2,0.5,13.2
"white",7,6.4,0.17,0.34,1.5,0.091,42,135,0.9938,3.25,0.49,9.6
"red",7,10,0.31,0.47,2.6,0.085,14,33,0.99965,3.36,0.8,10.5
"white",7,7.6,0.21,0.6,2.1,0.046,47,165,0.9936,3.05,0.54,10.1
"red",7,9.8,0.66,0.39,3.2,0.083,21,59,0.9989,3.37,0.71,11.5
"red",7,6.8,0.36,0.32,1.8,0.067,4,8,0.9928,3.36,0.55,12.8
"white",7,7.3,0.25,0.36,13.1,0.05,35,200,0.9986,3.04,0.46,8.9
"red",7,12,0.37,0.76,4.2,0.066,7,38,1.0004,3.22,0.6,13
"white",7,7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9
"white",7,7.1,0.36,0.4,1.95,0.033,26,118,0.98934,3.2,0.45,13.5
"white",7,6.4,0.26,0.24,6.4,0.04,27,124,0.9903,3.22,0.49,12.6
"white",7,6.6,0.36,0.28,6.1,0.029,12,93,0.99054,3.19,0.27,12.8
"red",7,7.5,0.52,0.16,1.9,0.085,12,35,0.9968,3.38,0.62,9.5
"red",7,8.2,0.33,0.32,2.8,0.067,4,12,0.99473,3.3,0.76,12.8
"red",7,5.4,0.835,0.08,1.2,0.046,13,93,0.9924,3.57,0.85,13
"white",7,6.3,0.22,0.34,5,0.032,36,93,0.99012,3.27,0.36,13.5
"red",7,7,0.56,0.17,1.7,0.065,15,24,0.99514,3.44,0.68,10.55
"white",7,5.8,0.19,0.33,4.2,0.038,49,133,0.99107,3.16,0.42,11.3
"white",7,5.6,0.28,0.27,3.9,0.043,52,158,0.99202,3.35,0.44,10.7
"red",7,12,0.5,0.59,1.4,0.073,23,42,0.998,2.92,0.68,10.5
"white",7,6.9,0.18,0.36,1.3,0.036,40,117,0.9934,3.27,0.95,9.5
"white",7,7.8,0.28,0.34,1.6,0.028,32,118,0.9901,3,0.38,12.1
"red",7,8.9,0.12,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9
"white",7,7.1,0.33,0.3,3.3,0.034,30,102,0.9912,3.08,0.31,12.3
"white",7,5.6,0.255,0.57,10.7,0.056,66,171,0.99464,3.25,0.61,10.4
"white",7,6,0.13,0.36,1.6,0.052,23,72,0.98974,3.1,0.5,11.5
"white",7,6.5,0.19,0.28,1.4,0.046,22,90,0.99038,3.18,0.51,11.7
"white",7,7,0.2,0.34,2.1,0.049,12,136,0.9922,3.25,0.46,11.6
"white",7,7.2,0.24,0.29,2.2,0.037,37,102,0.992,3.27,0.64,11
"white",7,6,0.27,0.19,1.7,0.02,24,110,0.9898,3.32,0.47,12.6
"white",7,6.5,0.28,0.25,4.8,0.029,54,128,0.99074,3.17,0.44,12.2
"white",7,7.1,0.21,0.32,2.2,0.037,28,141,0.993,3.2,0.57,10
"white",7,6.8,0.18,0.28,9.8,0.039,29,113,0.99406,3.11,0.45,10.9
"white",7,6.5,0.28,0.29,2.7,0.038,26,107,0.9912,3.32,0.41,11.6
"red",7,7.5,0.27,0.34,2.3,0.05,4,8,0.9951,3.4,0.64,11
"white",7,7.1,0.28,0.28,8.5,0.03,25,191,0.99338,3.16,0.46,12.2
"red",7,10.5,0.51,0.64,2.4,0.107,6,15,0.9973,3.09,0.66,11.8
"red",7,6.1,0.4,0.16,1.8,0.069,11,25,0.9955,3.42,0.74,10.1
"white",7,7.4,0.19,0.3,12.8,0.053,48.5,229,0.9986,3.14,0.49,9.1
"white",7,6.7,0.18,0.28,10.2,0.039,29,115,0.99469,3.11,0.45,10.9
"red",7,9.2,0.41,0.5,2.5,0.055,12,25,0.9952,3.34,0.79,13.3
"white",7,6.8,0.3,0.29,6.2,0.025,29,95,0.99071,3.03,0.32,12.9
"white",7,6.7,0.11,0.34,8.8,0.043,41,113,0.9962,3.42,0.4,9.3
"white",7,6.1,0.16,0.34,6.1,0.034,31,114,0.99365,3.32,0.58,10.1333333333333
"white",7,7.4,0.155,0.34,2.3,0.045,73.5,214,0.9934,3.18,0.61,9.9
"white",7,7.2,0.32,0.24,5.6,0.033,23,120,0.99334,2.92,0.66,10.3
"red",7,8.4,0.37,0.43,2.3,0.063,12,19,0.9955,3.17,0.81,11.2
"white",7,6.8,0.18,0.3,12.8,0.062,19,171,0.99808,3,0.52,9
"white",7,7.1,0.34,0.31,5.2,0.032,36,140,0.99166,3.35,0.47,12.3
"white",7,6,0.32,0.3,1.9,0.033,41,142,0.98912,3.29,0.42,12.8
"white",7,6.4,0.35,0.28,1.1,0.055,9,160,0.99405,3.42,0.5,9.1
"red",7,9.9,0.4,0.53,6.7,0.097,6,19,0.9986,3.27,0.82,11.7
"white",7,6.6,0.2,0.27,10.9,0.038,29,130,0.99496,3.11,0.44,10.5
"white",7,5.6,0.35,0.4,6.3,0.022,23,174,0.9922,3.54,0.5,11.6
"white",7,6.9,0.2,0.37,6.2,0.027,24,97,0.992,3.38,0.49,12.2
"white",7,6.6,0.21,0.29,5.35,0.029,43,106,0.99112,2.93,0.43,11.5
"red",7,12.8,0.615,0.66,5.8,0.083,7,42,1.0022,3.07,0.73,10
"white",7,4.2,0.17,0.36,1.8,0.029,93,161,0.98999,3.65,0.89,12
"white",7,6.5,0.15,0.44,12.6,0.052,65,158,0.99688,3.26,0.7,10.3
"white",7,6.8,0.12,0.31,5.2,0.045,29,120,0.9942,3.41,0.46,9.8
"red",7,9,0.38,0.41,2.4,0.103,6,10,0.99604,3.13,0.58,11.9
"white",7,7.2,0.36,0.36,5.7,0.038,26,98,0.9914,2.93,0.59,12.5
"white",7,7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7
"white",7,5.8,0.17,0.36,1.3,0.036,11,70,0.99202,3.43,0.68,10.4
"white",7,7.4,0.19,0.3,12.8,0.053,48.5,229,0.9986,3.14,0.49,9.1
"white",7,7.2,0.21,0.28,2.7,0.033,38,94,0.99075,2.99,0.43,11.8
"red",7,6.7,0.28,0.28,2.4,0.012,36,100,0.99064,3.26,0.39,11.7
"red",7,8,0.59,0.16,1.8,0.065,3,16,0.9962,3.42,0.92,10.5
"white",7,6.2,0.17,0.28,4.7,0.037,39,133,0.9931,3.41,0.46,10.8
"white",7,5.9,0.34,0.31,2,0.03,38,142,0.98892,3.4,0.41,12.9
"red",7,7.2,0.37,0.32,2,0.062,15,28,0.9947,3.23,0.73,11.3
"white",7,5.9,0.24,0.28,1.3,0.032,36,95,0.98889,3.08,0.64,12.9
"white",8,6.7,0.26,0.39,1.1,0.04,45,147,0.9935,3.32,0.58,9.6
"white",8,6.5,0.35,0.36,0.8,0.034,32,111,0.98942,3.11,0.5,12.1
"white",8,6.9,0.12,0.36,2.2,0.037,18,111,0.9919,3.41,0.82,11.9
"white",8,6.6,0.29,0.31,3.9,0.027,39,96,0.99035,3.24,0.6,12.6
"white",9,6.6,0.36,0.29,1.6,0.021,24,85,0.98965,3.41,0.61,12.4
"white",8,6.5,0.44,0.47,5.45,0.014,44,137,0.98984,3.13,0.32,13
"white",8,6,0.26,0.42,5.2,0.027,70,178,0.9914,3.4,0.4,12.3
"white",8,6.1,0.28,0.27,4.7,0.03,56,140,0.99042,3.16,0.42,12.5
"white",8,8.1,0.17,0.44,14.1,0.053,43,145,1.0006,3.28,0.75,8.8
"white",8,6.2,0.28,0.28,4.3,0.026,22,105,0.989,2.98,0.64,13.1
"white",8,6.3,0.41,0.18,3.5,0.027,23,109,0.99018,3.34,0.54,12.8
"white",8,7,0.17,0.74,12.8,0.045,24,126,0.9942,3.26,0.38,12.2
"white",8,5.7,0.15,0.47,11.4,0.035,49,128,0.99456,3.03,0.34,10.5
"white",8,7.3,0.3,0.34,2.7,0.044,34,108,0.99105,3.36,0.53,12.8
"white",8,8.2,0.22,0.36,6.8,0.034,12,90,0.9944,3.01,0.38,10.5
"white",8,7.3,0.21,0.29,1.6,0.034,29,118,0.9917,3.3,0.5,11
"white",8,7.1,0.45,0.24,2.7,0.04,24,87,0.98862,2.94,0.38,13.4
"white",8,6.7,0.33,0.34,7.5,0.036,39,124,0.99123,2.99,0.32,12.4
"white",9,7.1,0.26,0.49,2.2,0.032,31,113,0.9903,3.37,0.42,12.9
"white",8,6.5,0.26,0.31,3.6,0.03,36,92,0.99026,3.22,0.62,12.6
"red",8,5.6,0.85,0.05,1.4,0.045,12,88,0.9924,3.56,0.82,12.9
"red",8,9.4,0.3,0.56,2.8,0.08,6,17,0.9964,3.15,0.92,11.7
"white",8,5.5,0.34,0.26,2.2,0.021,31,119,0.98919,3.55,0.49,13
"white",8,7.5,0.28,0.34,4.2,0.028,36,116,0.991,2.99,0.41,12.3
"white",8,6.7,0.23,0.31,2.1,0.046,30,96,0.9926,3.33,0.64,10.7
"white",8,7.3,0.25,0.36,2.1,0.034,30,177,0.99085,3.25,0.4,11.9
"white",8,6.1,0.28,0.27,4.7,0.03,56,140,0.99042,3.16,0.42,12.5
"white",8,7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9
"white",8,5.2,0.155,0.33,1.6,0.028,13,59,0.98975,3.3,0.84,11.9
"white",8,6.7,0.24,0.3,3.85,0.042,105,179,0.99189,3.04,0.59,11.3
"white",8,6.8,0.53,0.35,3.8,0.034,26,109,0.9906,3.26,0.57,12.7
"white",8,7,0.22,0.26,9.2,0.027,37,122,0.99228,3.06,0.34,12.5
"white",8,5.5,0.15,0.32,14,0.031,16,99,0.99437,3.26,0.38,11.5
"white",8,5,0.29,0.54,5.7,0.035,54,155,0.98976,3.27,0.34,12.9
"white",8,6.6,0.33,0.31,1.3,0.02,29,89,0.99035,3.26,0.44,12.4
"white",8,6.8,0.24,0.4,1.8,0.047,34,105,0.99,3.13,0.49,12.8
"white",8,7.3,0.17,0.24,8.1,0.121,32,162,0.99508,3.17,0.38,10.4
"white",8,7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8
"white",8,7.8,0.18,0.46,12.6,0.042,41,143,1,3.24,0.76,8.5
"white",8,7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9
"white",8,6.2,0.37,0.24,6.1,0.032,19,86,0.98934,3.04,0.26,13.4
"white",8,6.8,0.26,0.42,1.7,0.049,41,122,0.993,3.47,0.48,10.5
"red",8,7.4,0.36,0.3,1.8,0.074,17,24,0.99419,3.24,0.7,11.4
"white",8,7.3,0.41,0.29,1.8,0.032,26,74,0.98889,2.96,0.35,13
"white",8,7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8
"white",8,6.2,0.24,0.29,13.3,0.039,49,130,0.9952,3.33,0.46,11
"white",8,4.4,0.32,0.39,4.3,0.03,31,127,0.98904,3.46,0.36,12.8
"white",8,6.4,0.15,0.36,1.8,0.034,43,150,0.9922,3.42,0.69,11
"white",8,6.9,0.28,0.3,8.3,0.026,37,113,0.99139,2.99,0.38,12.3
"red",8,10.7,0.35,0.53,2.6,0.07,5,16,0.9972,3.15,0.65,11
"white",8,7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8
"white",8,7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9
"white",8,7.8,0.29,0.36,7,0.042,38,161,0.9941,3.26,0.37,11.2
"red",8,5,0.42,0.24,2,0.06,19,50,0.9917,3.72,0.74,14
"white",8,6.5,0.43,0.31,3.6,0.046,19,143,0.99022,3.15,0.34,12
"white",8,7,0.12,0.29,10.3,0.039,41,98,0.99564,3.19,0.38,9.8
"white",8,6.9,0.25,0.27,9.05,0.039,37,128,0.9936,3.27,0.34,11.3
"white",8,7.3,0.19,0.27,13.9,0.057,45,155,0.99807,2.94,0.41,8.8
"white",9,6.9,0.36,0.34,4.2,0.018,57,119,0.9898,3.28,0.36,12.7
"white",8,7.3,0.23,0.37,1.9,0.041,51,165,0.9908,3.26,0.4,12.2
"white",8,5.2,0.24,0.45,3.8,0.027,21,128,0.992,3.55,0.49,11.2
"white",8,5.2,0.285,0.29,5.15,0.035,64,138,0.9895,3.19,0.34,12.4
"white",8,7,0.24,0.36,2.8,0.034,22,112,0.99,3.19,0.38,12.6
"white",8,6.4,0.22,0.32,7.2,0.028,15,83,0.993,3.13,0.55,10.9
"white",8,8.2,0.37,0.36,1,0.034,17,93,0.9906,3.04,0.32,11.7
"red",8,10.3,0.32,0.45,6.4,0.073,5,13,0.9976,3.23,0.82,12.6
